feature_code,year,measurement,units,value,alcohol_condition,hospital_activity,type_of_hospital,hb_assign
S12000040,2016/2017,count,stays,102,Cirrhosis,stays,general acute hospital,S08000024
S12000040,2014/2015,count,stays,96,Cirrhosis,stays,general acute hospital,S08000024
S12000040,2015/2016,count,stays,417,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2015/2016,count,stays,105,Toxic Effects of Alcohol,stays,general acute hospital,S08000024
S12000040,2014/2015,count,stays,381,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2016/2017,count,stays,303,Harmful Use,stays,general acute hospital,S08000024
S12000040,2011/2012,count,stays,450,Harmful Use,stays,general acute hospital,S08000024
S12000040,2014/2015,count,stays,294,Harmful Use,stays,general acute hospital,S08000024
S12000040,2012/2013,count,stays,372,Harmful Use,stays,general acute hospital,S08000024
S12000040,2009/2010,count,stays,258,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2011/2012,count,stays,297,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2012/2013,count,stays,321,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2018/2019,count,stays,372,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2018/2019,count,stays,291,Harmful Use,stays,general acute hospital,S08000024
S12000040,2013/2014,count,stays,369,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2013/2014,count,stays,288,Harmful Use,stays,general acute hospital,S08000024
S12000040,2015/2016,count,stays,288,Harmful Use,stays,general acute hospital,S08000024
S12000050,2017/2018,count,stays,252,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2018/2019,count,stays,552,Withdrawal state,stays,general acute hospital,S08000032
S12000050,2016/2017,count,stays,198,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2014/2015,count,stays,165,Cirrhosis,stays,general acute hospital,S08000032
S12000040,2009/2010,count,stays,438,Harmful Use,stays,general acute hospital,S08000024
S12000050,2011/2012,count,stays,63,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2011/2012,count,stays,105,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000050,2016/2017,count,stays,138,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000050,2009/2010,count,stays,129,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000050,2015/2016,count,stays,162,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2012/2013,count,stays,126,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2013/2014,count,stays,126,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2010/2011,count,stays,48,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2016/2017,count,stays,348,Unspecified,stays,general acute hospital,S08000032
S12000050,2013/2014,count,stays,264,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000050,2013/2014,count,stays,240,Unspecified,stays,general acute hospital,S08000032
S12000050,2014/2015,count,stays,249,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000050,2015/2016,count,stays,315,Unspecified,stays,general acute hospital,S08000032
S12000040,2010/2011,count,stays,459,Harmful Use,stays,general acute hospital,S08000024
S12000050,2012/2013,count,stays,213,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000040,2012/2013,count,stays,90,Cirrhosis,stays,general acute hospital,S08000024
S12000040,2010/2011,count,stays,69,Cirrhosis,stays,general acute hospital,S08000024
S12000040,2011/2012,count,stays,72,Cirrhosis,stays,general acute hospital,S08000024
S12000050,2017/2018,count,stays,303,Unspecified,stays,general acute hospital,S08000032
S12000040,2013/2014,count,stays,81,Cirrhosis,stays,general acute hospital,S08000024
S12000050,2018/2019,count,stays,291,Unspecified,stays,general acute hospital,S08000032
S12000040,2015/2016,count,stays,108,Cirrhosis,stays,general acute hospital,S08000024
S12000040,2018/2019,count,stays,114,Cirrhosis,stays,general acute hospital,S08000024
S12000040,2009/2010,count,stays,63,Cirrhosis,stays,general acute hospital,S08000024
S12000050,2015/2016,count,stays,210,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000050,2010/2011,count,stays,72,Alcohol Dependence syndrome,stays,general acute hospital,S08000032
S12000040,2017/2018,count,stays,126,Cirrhosis,stays,general acute hospital,S08000024
S12000040,2009/2010,count,stays,141,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2014/2015,count,stays,96,Withdrawal state,stays,general acute hospital,S08000024
S12000040,2017/2018,count,stays,123,Withdrawal state,stays,general acute hospital,S08000024
S12000040,2011/2012,count,stays,195,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2013/2014,count,stays,129,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2014/2015,count,stays,138,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2010/2011,count,stays,165,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2012/2013,count,stays,231,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2017/2018,count,stays,144,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000049,2018/2019,count,stays,1731,Harmful Use,stays,general acute hospital,S08000031
S12000049,2016/2017,count,stays,2334,Harmful Use,stays,general acute hospital,S08000031
S12000049,2012/2013,count,stays,1443,Harmful Use,stays,general acute hospital,S08000031
S12000049,2010/2011,count,stays,2829,Harmful Use,stays,general acute hospital,S08000031
S12000049,2014/2015,count,stays,1905,Harmful Use,stays,general acute hospital,S08000031
S12000049,2017/2018,count,stays,1887,Harmful Use,stays,general acute hospital,S08000031
S12000040,2018/2019,count,stays,126,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000049,2017/2018,count,stays,498,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000049,2014/2015,count,stays,894,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000040,2017/2018,count,stays,72,Unspecified,stays,general acute hospital,S08000024
S12000049,2011/2012,count,stays,873,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000049,2010/2011,count,stays,771,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000040,2018/2019,count,stays,42,Unspecified,stays,general acute hospital,S08000024
S12000049,2009/2010,count,stays,825,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000049,2015/2016,count,stays,606,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000049,2013/2014,count,stays,822,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000049,2016/2017,count,stays,669,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000049,2018/2019,count,stays,1605,Acute Intoxication,stays,general acute hospital,S08000031
S12000049,2012/2013,count,stays,903,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000040,2015/2016,count,stays,48,Unspecified,stays,general acute hospital,S08000024
S12000040,2016/2017,count,stays,69,Unspecified,stays,general acute hospital,S08000024
S12000040,2011/2012,count,stays,81,Unspecified,stays,general acute hospital,S08000024
S12000040,2012/2013,count,stays,81,Unspecified,stays,general acute hospital,S08000024
S12000040,2014/2015,count,stays,63,Unspecified,stays,general acute hospital,S08000024
S12000049,2012/2013,count,stays,348,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000049,2010/2011,count,stays,582,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000040,2016/2017,count,stays,153,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2011/2012,count,stays,93,Withdrawal state,stays,general acute hospital,S08000024
S12000049,2018/2019,count,stays,237,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000049,2014/2015,count,stays,291,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000040,2013/2014,count,stays,81,Withdrawal state,stays,general acute hospital,S08000024
S12000049,2011/2012,count,stays,510,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000049,2017/2018,count,stays,249,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000049,2016/2017,count,stays,294,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000049,2015/2016,count,stays,300,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000040,2012/2013,count,stays,87,Withdrawal state,stays,general acute hospital,S08000024
S12000049,2013/2014,count,stays,387,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000040,2017/2018,count,stays,285,Harmful Use,stays,general acute hospital,S08000024
S12000040,2017/2018,count,stays,282,Acute Intoxication,stays,general acute hospital,S08000024
S12000049,2018/2019,count,stays,420,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000040,2016/2017,count,stays,93,Toxic Effects of Alcohol,stays,general acute hospital,S08000024
S12000040,2018/2019,count,stays,120,Withdrawal state,stays,general acute hospital,S08000024
S12000040,2015/2016,count,stays,123,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2015/2016,count,stays,102,Withdrawal state,stays,general acute hospital,S08000024
S12000049,2009/2010,count,stays,528,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000040,2009/2010,count,stays,51,Withdrawal state,stays,general acute hospital,S08000024
S12000040,2016/2017,count,stays,117,Withdrawal state,stays,general acute hospital,S08000024
S12000040,2010/2011,count,stays,72,Withdrawal state,stays,general acute hospital,S08000024
S12000050,2010/2011,count,stays,501,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2012/2013,count,stays,696,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2014/2015,count,stays,606,Harmful Use,stays,general acute hospital,S08000032
S12000050,2013/2014,count,stays,636,Harmful Use,stays,general acute hospital,S08000032
S12000050,2016/2017,count,stays,1026,Harmful Use,stays,general acute hospital,S08000032
S12000050,2017/2018,count,stays,1158,Harmful Use,stays,general acute hospital,S08000032
S12000050,2015/2016,count,stays,858,Harmful Use,stays,general acute hospital,S08000032
S12000050,2017/2018,count,stays,612,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2018/2019,count,stays,240,Cirrhosis,stays,general acute hospital,S08000032
S12000050,2011/2012,count,stays,750,Acute Intoxication,stays,general acute hospital,S08000032
S12000039,2009/2010,count,stays,39,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2013/2014,count,stays,81,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2016/2017,count,stays,105,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2012/2013,count,stays,105,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2014/2015,count,stays,66,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2011/2012,count,stays,63,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2015/2016,count,stays,111,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2010/2011,count,stays,57,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2017/2018,count,stays,96,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000039,2009/2010,count,stays,87,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2015/2016,count,stays,189,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2017/2018,count,stays,276,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2014/2015,count,stays,168,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2018/2019,count,stays,93,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000050,2018/2019,count,stays,1173,Harmful Use,stays,general acute hospital,S08000032
S12000050,2011/2012,count,stays,252,Unspecified,stays,general acute hospital,S08000032
S12000050,2013/2014,count,stays,609,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2015/2016,count,stays,612,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2014/2015,count,stays,678,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2009/2010,count,stays,501,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2016/2017,count,stays,540,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2018/2019,count,stays,633,Acute Intoxication,stays,general acute hospital,S08000032
S12000050,2009/2010,count,stays,540,Harmful Use,stays,general acute hospital,S08000032
S12000050,2012/2013,count,stays,609,Harmful Use,stays,general acute hospital,S08000032
S12000050,2009/2010,count,stays,279,Unspecified,stays,general acute hospital,S08000032
S12000050,2012/2013,count,stays,249,Unspecified,stays,general acute hospital,S08000032
S12000050,2010/2011,count,stays,567,Harmful Use,stays,general acute hospital,S08000032
S12000050,2011/2012,count,stays,576,Harmful Use,stays,general acute hospital,S08000032
S12000039,2011/2012,count,stays,123,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2016/2017,count,stays,231,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2010/2011,count,stays,117,Withdrawal state,stays,general acute hospital,S08000031
S12000050,2010/2011,count,stays,240,Unspecified,stays,general acute hospital,S08000032
S12000039,2013/2014,count,stays,150,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2012/2013,count,stays,108,Withdrawal state,stays,general acute hospital,S08000031
S12000039,2017/2018,count,stays,282,Harmful Use,stays,general acute hospital,S08000031
S12000039,2016/2017,count,stays,297,Harmful Use,stays,general acute hospital,S08000031
S12000039,2009/2010,count,stays,630,Harmful Use,stays,general acute hospital,S08000031
S12000039,2012/2013,count,stays,291,Harmful Use,stays,general acute hospital,S08000031
S12000039,2010/2011,count,stays,591,Harmful Use,stays,general acute hospital,S08000031
S12000039,2015/2016,count,stays,342,Harmful Use,stays,general acute hospital,S08000031
S12000039,2014/2015,count,stays,357,Harmful Use,stays,general acute hospital,S08000031
S12000039,2012/2013,count,stays,63,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000039,2009/2010,count,stays,54,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
