_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,SIMD,SIMDQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
1167,2011/12,"",Elective,"",S27000001,"",All SIMDs, d,2619,"",2228,"",29857,"",23399,"",11.4,"",10.5,"",2388,""
1168,2011/12,"",Elective,"",S27000001,"","",:,10,"",10,"",146,"",65,"",14.6,"",6.5,"",10,""
1169,2011/12,"",Emergency,"",S92000003, d,1,"",153912,"",151859,"",459655,"",1063882,"",2.99,"",7.01,"",101774,""
1170,2011/12,"",Emergency,"",S92000003, d,2,"",125432,"",123205,"",413680,"",932308,"",3.3,"",7.57,"",85028,""
1171,2011/12,"",Emergency,"",S92000003, d,3,"",103385,"",101226,"",357791,"",781239,"",3.46,"",7.72,"",71969,""
1172,2011/12,"",Emergency,"",S92000003, d,4,"",88396,"",86751,"",300594,"",661397,"",3.4,"",7.62,"",63098,""
1173,2011/12,"",Emergency,"",S92000003, d,5,"",73009,"",72011,"",233265,"",560911,"",3.2,"",7.79,"",53205,""
1174,2011/12,"",Emergency,"",S92000003, d,All SIMDs, d,550658,"",541435,"",1779658,"",4023791,"",3.23,"",7.43,"",380782,""
1175,2011/12,"",Emergency,"",S92000003, d,"",:,6524,"",6383,"",14673,"",24054,"",2.25,"",3.77,"",5708,""
1176,2011/12,"",Emergency,"",S08000015,"",1,"",16735,"",16542,"",53632,"",93907,"",3.2,"",5.68,"",11066,""
1177,2011/12,"",Emergency,"",S08000015,"",2,"",13791,"",13645,"",49671,"",86681,"",3.6,"",6.35,"",9320,""
1178,2011/12,"",Emergency,"",S08000015,"",3,"",6123,"",6037,"",21483,"",40032,"",3.51,"",6.63,"",4425,""
1179,2011/12,"",Emergency,"",S08000015,"",4,"",5112,"",5011,"",18546,"",32107,"",3.63,"",6.41,"",3743,""
1180,2011/12,"",Emergency,"",S08000015,"",5,"",4056,"",3994,"",15124,"",27286,"",3.73,"",6.83,"",2980,""
1181,2011/12,"",Emergency,"",S08000015,"",All SIMDs, d,46122,"",45528,"",159103,"",281046,"",3.45,"",6.17,"",31814,""
1182,2011/12,"",Emergency,"",S08000015,"","",:,305,"",299,"",647,"",1033,"",2.12,"",3.45,"",280,""
1183,2011/12,"",Emergency,"",S08000016,"",1,"",1034,"",1034,"",2747,"",4600,"",2.66,"",4.45,"",744,""
1184,2011/12,"",Emergency,"",S08000016,"",2,"",2486,"",2454,"",9969,"",20026,"",4.01,"",8.16,"",1748,""
1185,2011/12,"",Emergency,"",S08000016,"",3,"",3832,"",3811,"",13647,"",24570,"",3.56,"",6.45,"",2737,""
1186,2011/12,"",Emergency,"",S08000016,"",4,"",4760,"",4732,"",17539,"",31285,"",3.68,"",6.61,"",3370,""
1187,2011/12,"",Emergency,"",S08000016,"",5,"",719,"",702,"",2707,"",4737,"",3.76,"",6.75,"",519,""
1188,2011/12,"",Emergency,"",S08000016,"",All SIMDs, d,13724,"",13624,"",49240,"",88826,"",3.59,"",6.52,"",9850,""
1189,2011/12,"",Emergency,"",S08000016,"","",:,893,"",891,"",2631,"",3610,"",2.95,"",4.05,"",732,""
1190,2011/12,"",Emergency,"",S08000017,"",1,"",1475,"",1474,"",3954,"",10132,"",2.68,"",6.87,"",1067,""
1191,2011/12,"",Emergency,"",S08000017,"",2,"",3694,"",3675,"",13509,"",32092,"",3.66,"",8.73,"",2611,""
1192,2011/12,"",Emergency,"",S08000017,"",3,"",5104,"",5085,"",18630,"",46432,"",3.65,"",9.13,"",3721,""
1193,2011/12,"",Emergency,"",S08000017,"",4,"",2904,"",2883,"",10459,"",25853,"",3.6,"",8.97,"",2116,""
1194,2011/12,"",Emergency,"",S08000017,"",5,"",844,"",838,"",2255,"",6706,"",2.67,"",8,"",617,""
1195,2011/12,"",Emergency,"",S08000017,"",All SIMDs, d,14292,"",14223,"",49398,"",122160,"",3.46,"",8.59,"",10387,""
1196,2011/12,"",Emergency,"",S08000017,"","",:,271,"",268,"",590,"",945,"",2.18,"",3.53,"",255,""
1197,2011/12,"",Emergency,"",S08000019,"",1,"",5206,"",5159,"",17285,"",33359,"",3.32,"",6.47,"",3604,""
1198,2011/12,"",Emergency,"",S08000019,"",2,"",7139,"",7080,"",25516,"",51005,"",3.57,"",7.2,"",5049,""
1199,2011/12,"",Emergency,"",S08000019,"",3,"",4607,"",4551,"",17157,"",34191,"",3.72,"",7.51,"",3347,""
1200,2011/12,"",Emergency,"",S08000019,"",4,"",4395,"",4346,"",16223,"",33079,"",3.69,"",7.61,"",3238,""
1201,2011/12,"",Emergency,"",S08000019,"",5,"",3415,"",3385,"",12256,"",25040,"",3.59,"",7.4,"",2593,""
1202,2011/12,"",Emergency,"",S08000019,"",All SIMDs, d,24916,"",24671,"",88739,"",177150,"",3.56,"",7.18,"",17979,""
1203,2011/12,"",Emergency,"",S08000019,"","",:,155,"",150,"",302,"",480,"",1.95,"",3.2,"",148,""
1204,2011/12,"",Emergency,"",S08000020,"",1,"",4792,"",4735,"",11872,"",30280,"",2.48,"",6.39,"",3377,""
1205,2011/12,"",Emergency,"",S08000020,"",2,"",8783,"",8651,"",26628,"",67765,"",3.03,"",7.83,"",6125,""
1206,2011/12,"",Emergency,"",S08000020,"",3,"",11689,"",11527,"",41197,"",97590,"",3.52,"",8.47,"",8425,""
1207,2011/12,"",Emergency,"",S08000020,"",4,"",11920,"",11674,"",39857,"",94730,"",3.34,"",8.11,"",8846,""
1208,2011/12,"",Emergency,"",S08000020,"",5,"",12375,"",12306,"",35520,"",89345,"",2.87,"",7.26,"",9250,""
1209,2011/12,"",Emergency,"",S08000020,"",All SIMDs, d,50167,"",49482,"",156410,"",382436,"",3.12,"",7.73,"",36572,""
1210,2011/12,"",Emergency,"",S08000020,"","",:,608,"",589,"",1336,"",2726,"",2.2,"",4.63,"",549,""
1211,2011/12,"",Emergency,"",S08000022,"",1,"",3175,"",3110,"",9651,"",22365,"",3.04,"",7.19,"",2181,""
1212,2011/12,"",Emergency,"",S08000022,"",2,"",6730,"",6472,"",22911,"",47872,"",3.4,"",7.4,"",4596,""
1213,2011/12,"",Emergency,"",S08000022,"",3,"",8809,"",8461,"",32546,"",65579,"",3.69,"",7.75,"",6277,""
1214,2011/12,"",Emergency,"",S08000022,"",4,"",7055,"",6930,"",22956,"",53809,"",3.25,"",7.76,"",5196,""
1215,2011/12,"",Emergency,"",S08000022,"",5,"",1745,"",1727,"",5602,"",14002,"",3.21,"",8.11,"",1349,""
1216,2011/12,"",Emergency,"",S08000022,"",All SIMDs, d,28454,"",27614,"",95534,"",206634,"",3.36,"",7.48,"",20473,""
1217,2011/12,"",Emergency,"",S08000022,"","",:,940,"",914,"",1868,"",3007,"",1.99,"",3.29,"",874,""
1218,2011/12,"",Emergency,"",S08000024,"",1,"",14294,"",14007,"",37763,"",96408,"",2.64,"",6.88,"",9733,""
1219,2011/12,"",Emergency,"",S08000024,"",2,"",19554,"",19106,"",56725,"",142979,"",2.9,"",7.48,"",13240,""
1220,2011/12,"",Emergency,"",S08000024,"",3,"",14870,"",14451,"",43881,"",113349,"",2.95,"",7.84,"",10408,""
1221,2011/12,"",Emergency,"",S08000024,"",4,"",12677,"",12324,"",39268,"",99096,"",3.1,"",8.04,"",9148,""
1222,2011/12,"",Emergency,"",S08000024,"",5,"",16711,"",16415,"",50990,"",147756,"",3.05,"",9,"",12220,""
1223,2011/12,"",Emergency,"",S08000024,"",All SIMDs, d,79463,"",77618,"",231373,"",604748,"",2.91,"",7.79,"",55926,""
1224,2011/12,"",Emergency,"",S08000024,"","",:,1357,"",1315,"",2746,"",5160,"",2.02,"",3.92,"",1177,""
1225,2011/12,"",Emergency,"",S08000025,"",1,"",10,"",10,"",15,"",15,"",1.5,"",1.5,"",5,""
1226,2011/12,"",Emergency,"",S08000025,"",2,"",372,"",365,"",1104,"",2503,"",2.97,"",6.86,"",293,""
1227,2011/12,"",Emergency,"",S08000025,"",3,"",318,"",322,"",1135,"",2657,"",3.57,"",8.25,"",242,""
1228,2011/12,"",Emergency,"",S08000025,"",4,"",793,"",798,"",2714,"",6416,"",3.42,"",8.04,"",582,""
1229,2011/12,"",Emergency,"",S08000025,"",5,"",45,"",45,"",130,"",339,"",2.89,"",7.53,"",40,""
1230,2011/12,"",Emergency,"",S08000025,"",All SIMDs, d,1588,"",1591,"",5164,"",12119,"",3.25,"",7.62,"",1211,""
1231,2011/12,"",Emergency,"",S08000025,"","",:,50,"",50,"",65,"",190,"",1.3,"",3.8,"",49,""
1232,2011/12,"",Emergency,"",S08000026,"",1,"",10,"",10,"",15,"",15,"",1.5,"",1.5,"",10,""
1233,2011/12,"",Emergency,"",S08000026,"",2,"",189,"",185,"",687,"",760,"",3.63,"",4.11,"",135,""
1234,2011/12,"",Emergency,"",S08000026,"",3,"",801,"",792,"",3258,"",4989,"",4.07,"",6.3,"",609,""
1235,2011/12,"",Emergency,"",S08000026,"",4,"",1036,"",1030,"",4534,"",5776,"",4.38,"",5.61,"",750,""
1236,2011/12,"",Emergency,"",S08000026,"",5,"",146,"",145,"",844,"",995,"",5.78,"",6.86,"",110,""
1237,2011/12,"",Emergency,"",S08000026,"",All SIMDs, d,2262,"",2243,"",9496,"",12798,"",4.2,"",5.71,"",1693,""
1238,2011/12,"",Emergency,"",S08000026,"","",:,80,"",80,"",160,"",265,"",2,"",3.31,"",80,""
1239,2011/12,"",Emergency,"",S08000028,"",1,"",10,"",10,"",11,"",35,"",1.1,"",3.5,"",5,""
1240,2011/12,"",Emergency,"",S08000028,"",2,"",1173,"",1167,"",6687,"",12619,"",5.7,"",10.81,"",858,""
1241,2011/12,"",Emergency,"",S08000028,"",3,"",1419,"",1396,"",8266,"",16247,"",5.83,"",11.64,"",985,""
1242,2011/12,"",Emergency,"",S08000028,"",4,"",15,"",15,"",25,"",40,"",1.67,"",2.67,"",15,""
1243,2011/12,"",Emergency,"",S08000028,"",5,"",15,"",15,"",25,"",65,"",1.67,"",4.33,"",15,""
1244,2011/12,"",Emergency,"",S08000028,"",All SIMDs, d,2678,"",2650,"",15111,"",29160,"",5.64,"",11,"",1927,""
1245,2011/12,"",Emergency,"",S08000028,"","",:,50,"",50,"",100,"",153,"",2,"",3.06,"",48,""
1246,2011/12,"",Emergency,"",S08000029,"",1,"",7498,"",7380,"",16595,"",51384,"",2.21,"",6.96,"",5198,""
1247,2011/12,"",Emergency,"",S08000029,"",2,"",7493,"",7376,"",16998,"",51892,"",2.27,"",7.04,"",5370,""
1248,2011/12,"",Emergency,"",S08000029,"",3,"",5048,"",4967,"",12567,"",36987,"",2.49,"",7.45,"",3724,""
1249,2011/12,"",Emergency,"",S08000029,"",4,"",3580,"",3501,"",9819,"",26363,"",2.74,"",7.53,"",2632,""
1250,2011/12,"",Emergency,"",S08000029,"",5,"",3390,"",3346,"",10036,"",25334,"",2.96,"",7.57,"",2610,""
1251,2011/12,"",Emergency,"",S08000029,"",All SIMDs, d,27154,"",26717,"",66288,"",192993,"",2.44,"",7.22,"",19672,""
1252,2011/12,"",Emergency,"",S08000029,"","",:,145,"",147,"",273,"",1033,"",1.88,"",7.03,"",138,""
1253,2011/12,"",Emergency,"",S08000030,"",1,"",9559,"",9485,"",29802,"",67220,"",3.12,"",7.09,"",6720,""
1254,2011/12,"",Emergency,"",S08000030,"",2,"",7915,"",7892,"",28773,"",64496,"",3.64,"",8.17,"",5651,""
1255,2011/12,"",Emergency,"",S08000030,"",3,"",7818,"",7729,"",33192,"",65203,"",4.25,"",8.44,"",5663,""
1256,2011/12,"",Emergency,"",S08000030,"",4,"",11563,"",11448,"",42899,"",91156,"",3.71,"",7.96,"",8460,""
1257,2011/12,"",Emergency,"",S08000030,"",5,"",7184,"",7117,"",26911,"",56779,"",3.75,"",7.98,"",5342,""
1258,2011/12,"",Emergency,"",S08000030,"",All SIMDs, d,44422,"",44053,"",162580,"",346437,"",3.66,"",7.86,"",32204,""
1259,2011/12,"",Emergency,"",S08000030,"","",:,383,"",382,"",1003,"",1583,"",2.62,"",4.14,"",368,""
1260,2011/12,"",Emergency,"",S08000031,"",1,"",68597,"",67677,"",213565,"",522295,"",3.11,"",7.72,"",45267,""
1261,2011/12,"",Emergency,"",S08000031,"",2,"",27874,"",27143,"",95643,"",231522,"",3.43,"",8.53,"",19297,""
1262,2011/12,"",Emergency,"",S08000031,"",3,"",20097,"",19412,"",67200,"",149542,"",3.34,"",7.7,"",14342,""
1263,2011/12,"",Emergency,"",S08000031,"",4,"",16269,"",15856,"",55425,"",122539,"",3.41,"",7.73,"",11937,""
1264,2011/12,"",Emergency,"",S08000031,"",5,"",17371,"",17075,"",55057,"",133328,"",3.17,"",7.81,"",12782,""
1265,2011/12,"",Emergency,"",S08000031,"",All SIMDs, d,151287,"",148205,"",489381,"",1162495,"",3.23,"",7.84,"",104577,""
1266,2011/12,"",Emergency,"",S08000031,"","",:,1079,"",1042,"",2491,"",3269,"",2.31,"",3.14,"",952,""
1267,2011/12,"",Emergency,"",S08000032,"",1,"",20968,"",20820,"",60924,"",129137,"",2.91,"",6.2,"",14298,""
1268,2011/12,"",Emergency,"",S08000032,"",2,"",17880,"",17734,"",57370,"",117917,"",3.21,"",6.65,"",12584,""
1269,2011/12,"",Emergency,"",S08000032,"",3,"",12503,"",12427,"",42177,"",81716,"",3.37,"",6.58,"",8901,""
1270,2011/12,"",Emergency,"",S08000032,"",4,"",6071,"",6021,"",19303,"",37226,"",3.18,"",6.18,"",4521,""
1271,2011/12,"",Emergency,"",S08000032,"",5,"",4808,"",4757,"",15079,"",28081,"",3.14,"",5.9,"",3637,""
1272,2011/12,"",Emergency,"",S08000032,"",All SIMDs, d,62416,"",61943,"",195232,"",394584,"",3.13,"",6.37,"",44107,""
1273,2011/12,"",Emergency,"",S08000032,"","",:,186,"",184,"",379,"",507,"",2.04,"",2.76,"",166,""
1274,2011/12,"",Emergency,"",SB0801,"",1,"",494,"",353,"",1000,"",1949,"",2.02,"",5.52,"",483,""
1275,2011/12,"",Emergency,"",SB0801,"",2,"",316,"",219,"",783,"",1538,"",2.48,"",7.02,"",306,""
1276,2011/12,"",Emergency,"",SB0801,"",3,"",300,"",220,"",710,"",1490,"",2.37,"",6.77,"",286,""
1277,2011/12,"",Emergency,"",SB0801,"",4,"",220,"",155,"",495,"",1423,"",2.25,"",9.18,"",211,""
1278,2011/12,"",Emergency,"",SB0801,"",5,"",165,"",125,"",360,"",750,"",2.18,"",6,"",160,""
1279,2011/12,"",Emergency,"",SB0801,"",All SIMDs, d,1511,"",1085,"",3396,"",7210,"",2.25,"",6.65,"",1463,""
1280,2011/12,"",Emergency,"",SB0801,"","",:,15,"",10,"",45,"",60,"",3,"",6,"",17,""
1281,2011/12,"",Emergency,"",S27000001,"",1,"",60,"",60,"",825,"",781,"",13.75,"",13.02,"",56,""
1282,2011/12,"",Emergency,"",S27000001,"",2,"",43,"",40,"",706,"",645,"",16.42,"",16.12,"",36,""
1283,2011/12,"",Emergency,"",S27000001,"",3,"",45,"",35,"",743,"",665,"",16.51,"",19,"",34,""
1284,2011/12,"",Emergency,"",S27000001,"",4,"",30,"",25,"",533,"",500,"",17.77,"",20,"",28,""
1285,2011/12,"",Emergency,"",S27000001,"",5,"",20,"",20,"",368,"",369,"",18.4,"",18.45,"",20,""
1286,2011/12,"",Emergency,"",S27000001,"",All SIMDs, d,202,"",188,"",3213,"",2995,"",15.91,"",15.93,"",178,""
1287,2011/12,"",Emergency,"",S27000001,"","",:,5,"",5,"",38,"",40,"",7.6,"",8,"",5,""
1288,2011/12,"",Transfer,"",S92000003, d,1,"",70651,"",1352,"",657937,"",22820,"",9.31,"",16.88,"",36260,""
1289,2011/12,"",Transfer,"",S92000003, d,2,"",61601,"",1114,"",576913,"",27790,"",9.37,"",24.95,"",30980,""
1290,2011/12,"",Transfer,"",S92000003, d,3,"",51612,"",915,"",470232,"",15610,"",9.11,"",17.06,"",26311,""
1291,2011/12,"",Transfer,"",S92000003, d,4,"",43682,"",761,"",413179,"",15745,"",9.46,"",20.69,"",22678,""
1292,2011/12,"",Transfer,"",S92000003, d,5,"",38589,"",546,"",371320,"",8219,"",9.62,"",15.05,"",20157,""
1293,2011/12,"",Transfer,"",S92000003, d,All SIMDs, d,268027,"",4721,"",2499606,"",90590,"",9.33,"",19.19,"",137594,""
1294,2011/12,"",Transfer,"",S92000003, d,"",:,1892,"",33,"",10025,"",398,"",5.3,"",12.06,"",1208,""
1295,2011/12,"",Transfer,"",S08000015,"",1,"",4572,"",125,"",45053,"",1431,"",9.85,"",11.45,"",2693,""
1296,2011/12,"",Transfer,"",S08000015,"",2,"",4046,"",104,"",40721,"",1923,"",10.06,"",18.49,"",2361,""
1297,2011/12,"",Transfer,"",S08000015,"",3,"",1889,"",55,"",19364,"",1400,"",10.25,"",25.45,"",1119,""
1298,2011/12,"",Transfer,"",S08000015,"",4,"",1400,"",30,"",15422,"",452,"",11.02,"",15.07,"",874,""
1299,2011/12,"",Transfer,"",S08000015,"",5,"",1337,"",50,"",15271,"",860,"",11.42,"",17.2,"",817,""
1300,2011/12,"",Transfer,"",S08000015,"",All SIMDs, d,13293,"",368,"",136184,"",6070,"",10.24,"",16.49,"",7902,""
1301,2011/12,"",Transfer,"",S08000015,"","",:,49,"",0,"",353,"",0,"",7.2,"",0,"",38,""
1302,2011/12,"",Transfer,"",S08000016,"",1,"",170,"",5,"",1621,"",15,"",9.54,"",3,"",94,""
1303,2011/12,"",Transfer,"",S08000016,"",2,"",664,"",13,"",10349,"",457,"",15.59,"",35.15,"",331,""
1304,2011/12,"",Transfer,"",S08000016,"",3,"",876,"",20,"",10730,"",799,"",12.25,"",39.95,"",486,""
1305,2011/12,"",Transfer,"",S08000016,"",4,"",1040,"",28,"",13647,"",696,"",13.12,"",24.86,"",577,""
1306,2011/12,"",Transfer,"",S08000016,"",5,"",160,"",5,"",2165,"",90,"",13.53,"",18,"",90,""
1307,2011/12,"",Transfer,"",S08000016,"",All SIMDs, d,3044,"",70,"",39360,"",2064,"",12.93,"",29.49,"",1660,""
1308,2011/12,"",Transfer,"",S08000016,"","",:,135,"",0,"",848,"",5,"",6.28,"",,z,82,""
1309,2011/12,"",Transfer,"",S08000017,"",1,"",616,"",17,"",4946,"",70,"",8.03,"",4.12,"",350,""
1310,2011/12,"",Transfer,"",S08000017,"",2,"",1975,"",35,"",17740,"",285,"",8.98,"",8.14,"",1007,""
1311,2011/12,"",Transfer,"",S08000017,"",3,"",2898,"",30,"",27781,"",273,"",9.59,"",9.1,"",1567,""
1312,2011/12,"",Transfer,"",S08000017,"",4,"",1690,"",69,"",16478,"",1330,"",9.75,"",19.28,"",923,""
1313,2011/12,"",Transfer,"",S08000017,"",5,"",450,"",5,"",3865,"",25,"",8.59,"",5,"",252,""
1314,2011/12,"",Transfer,"",S08000017,"",All SIMDs, d,7695,"",156,"",71147,"",2004,"",9.25,"",12.85,"",4145,""
1315,2011/12,"",Transfer,"",S08000017,"","",:,70,"",0,"",340,"",20,"",4.86,"",,z,46,""
1316,2011/12,"",Transfer,"",S08000019,"",1,"",1505,"",15,"",16424,"",121,"",10.91,"",8.07,"",929,""
1317,2011/12,"",Transfer,"",S08000019,"",2,"",2313,"",16,"",25545,"",258,"",11.04,"",16.12,"",1402,""
1318,2011/12,"",Transfer,"",S08000019,"",3,"",1529,"",26,"",17148,"",620,"",11.22,"",23.85,"",940,""
1319,2011/12,"",Transfer,"",S08000019,"",4,"",1474,"",15,"",16335,"",351,"",11.08,"",23.4,"",929,""
1320,2011/12,"",Transfer,"",S08000019,"",5,"",1105,"",10,"",12926,"",152,"",11.7,"",15.2,"",710,""
1321,2011/12,"",Transfer,"",S08000019,"",All SIMDs, d,7967,"",78,"",88550,"",1502,"",11.11,"",19.26,"",4942,""
1322,2011/12,"",Transfer,"",S08000019,"","",:,45,"",0,"",172,"",0,"",3.82,"",0,"",32,""
1323,2011/12,"",Transfer,"",S08000020,"",1,"",2665,"",45,"",21470,"",952,"",8.06,"",21.16,"",1407,""
1324,2011/12,"",Transfer,"",S08000020,"",2,"",5526,"",77,"",46166,"",1845,"",8.35,"",23.96,"",2791,""
1325,2011/12,"",Transfer,"",S08000020,"",3,"",7580,"",103,"",64763,"",1893,"",8.54,"",18.38,"",3836,""
1326,2011/12,"",Transfer,"",S08000020,"",4,"",7483,"",110,"",66794,"",3120,"",8.93,"",28.36,"",3878,""
1327,2011/12,"",Transfer,"",S08000020,"",5,"",7253,"",84,"",62215,"",1686,"",8.58,"",20.07,"",3929,""
1328,2011/12,"",Transfer,"",S08000020,"",All SIMDs, d,30811,"",423,"",263317,"",9517,"",8.55,"",22.5,"",16036,""
1329,2011/12,"",Transfer,"",S08000020,"","",:,304,"",5,"",1909,"",21,"",6.28,"",4.2,"",195,""
1330,2011/12,"",Transfer,"",S08000022,"",1,"",1340,"",26,"",13812,"",1041,"",10.31,"",40.04,"",698,""
1331,2011/12,"",Transfer,"",S08000022,"",2,"",2799,"",64,"",27534,"",697,"",9.84,"",10.89,"",1495,""
1332,2011/12,"",Transfer,"",S08000022,"",3,"",3642,"",70,"",35650,"",551,"",9.79,"",7.87,"",2040,""
1333,2011/12,"",Transfer,"",S08000022,"",4,"",3445,"",96,"",34065,"",1231,"",9.89,"",12.82,"",1848,""
1334,2011/12,"",Transfer,"",S08000022,"",5,"",875,"",5,"",8503,"",75,"",9.72,"",15,"",489,""
1335,2011/12,"",Transfer,"",S08000022,"",All SIMDs, d,12298,"",263,"",120372,"",3600,"",9.79,"",13.69,"",6713,""
1336,2011/12,"",Transfer,"",S08000022,"","",:,195,"",0,"",808,"",5,"",4.14,"",,z,143,""
1337,2011/12,"",Transfer,"",S08000024,"",1,"",8038,"",75,"",67143,"",1180,"",8.35,"",15.73,"",3842,""
1338,2011/12,"",Transfer,"",S08000024,"",2,"",11353,"",104,"",99107,"",2190,"",8.73,"",21.06,"",5599,""
1339,2011/12,"",Transfer,"",S08000024,"",3,"",9007,"",90,"",78572,"",1585,"",8.72,"",17.61,"",4443,""
1340,2011/12,"",Transfer,"",S08000024,"",4,"",8640,"",70,"",71960,"",1445,"",8.33,"",20.64,"",4195,""
1341,2011/12,"",Transfer,"",S08000024,"",5,"",10814,"",79,"",110655,"",1389,"",10.23,"",17.58,"",5332,""
1342,2011/12,"",Transfer,"",S08000024,"",All SIMDs, d,48400,"",422,"",430048,"",7796,"",8.89,"",18.47,"",23739,""
1343,2011/12,"",Transfer,"",S08000024,"","",:,548,"",5,"",2611,"",10,"",4.76,"",2,"",328,""
1344,2011/12,"",Transfer,"",S08000025,"",2,"",40,"",0,"",1667,"",0,"",41.67,"",0,"",35,""
1345,2011/12,"",Transfer,"",S08000025,"",3,"",45,"",0,"",1475,"",195,"",32.78,"",,z,36,""
1346,2011/12,"",Transfer,"",S08000025,"",4,"",105,"",5,"",2540,"",170,"",24.19,"",34,"",76,""
1347,2011/12,"",Transfer,"",S08000025,"",5,"",10,"",0,"",200,"",55,"",20,"",,z,5,""
1348,2011/12,"",Transfer,"",S08000025,"",All SIMDs, d,201,"",5,"",5879,"",420,"",29.25,"",84,"",152,""
1349,2011/12,"",Transfer,"",S08000026,"",2,"",5,"",0,"",184,"",0,"",36.8,"",0,"",5,""
1350,2011/12,"",Transfer,"",S08000026,"",3,"",40,"",0,"",845,"",5,"",21.12,"",,z,36,""
1351,2011/12,"",Transfer,"",S08000026,"",4,"",40,"",0,"",800,"",91,"",20,"",,z,35,""
1352,2011/12,"",Transfer,"",S08000026,"",5,"",5,"",0,"",85,"",0,"",17,"",0,"",5,""
1353,2011/12,"",Transfer,"",S08000026,"",All SIMDs, d,89,"",5,"",1918,"",98,"",21.55,"",19.6,"",80,""
1354,2011/12,"",Transfer,"",S08000026,"","",:,0,"",0,"",5,"",0,"",,z,0,"",0,""
1355,2011/12,"",Transfer,"",S08000028,"",2,"",460,"",0,"",5168,"",15,"",11.23,"",,z,275,""
1356,2011/12,"",Transfer,"",S08000028,"",3,"",550,"",10,"",7071,"",255,"",12.86,"",25.5,"",322,""
1357,2011/12,"",Transfer,"",S08000028,"",4,"",0,"",0,"",5,"",0,"",,z,0,"",0,""
1358,2011/12,"",Transfer,"",S08000028,"",5,"",5,"",0,"",0,"",0,"",0,"",0,"",5,""
1359,2011/12,"",Transfer,"",S08000028,"",All SIMDs, d,1018,"",13,"",12257,"",269,"",12.04,"",20.69,"",605,""
1360,2011/12,"",Transfer,"",S08000028,"","",:,5,"",0,"",10,"",0,"",2,"",0,"",5,""
1361,2011/12,"",Transfer,"",S08000029,"",1,"",4018,"",72,"",35673,"",839,"",8.88,"",11.65,"",2203,""
1362,2011/12,"",Transfer,"",S08000029,"",2,"",4174,"",97,"",37719,"",1327,"",9.04,"",13.68,"",2350,""
1363,2011/12,"",Transfer,"",S08000029,"",3,"",2891,"",86,"",27015,"",1004,"",9.34,"",11.67,"",1632,""
1364,2011/12,"",Transfer,"",S08000029,"",4,"",2125,"",30,"",22656,"",1890,"",10.66,"",63,"",1213,""
1365,2011/12,"",Transfer,"",S08000029,"",5,"",1860,"",43,"",18304,"",340,"",9.84,"",7.91,"",1121,""
1366,2011/12,"",Transfer,"",S08000029,"",All SIMDs, d,15117,"",331,"",141877,"",5401,"",9.39,"",16.32,"",8557,""
1367,2011/12,"",Transfer,"",S08000029,"","",:,50,"",0,"",510,"",0,"",10.2,"",0,"",38,""
1368,2011/12,"",Transfer,"",S08000030,"",1,"",3850,"",66,"",39532,"",1769,"",10.27,"",26.8,"",2183,""
1369,2011/12,"",Transfer,"",S08000030,"",2,"",3397,"",90,"",35903,"",1032,"",10.57,"",11.47,"",1900,""
1370,2011/12,"",Transfer,"",S08000030,"",3,"",3215,"",45,"",32855,"",461,"",10.22,"",10.24,"",1862,""
1371,2011/12,"",Transfer,"",S08000030,"",4,"",4830,"",72,"",48641,"",943,"",10.07,"",13.1,"",2741,""
1372,2011/12,"",Transfer,"",S08000030,"",5,"",2911,"",50,"",30352,"",383,"",10.43,"",7.66,"",1684,""
1373,2011/12,"",Transfer,"",S08000030,"",All SIMDs, d,18318,"",327,"",187820,"",4599,"",10.25,"",14.06,"",10445,""
1374,2011/12,"",Transfer,"",S08000030,"","",:,115,"",5,"",537,"",11,"",4.67,"",2.2,"",75,""
1375,2011/12,"",Transfer,"",S08000031,"",1,"",30796,"",690,"",333339,"",13300,"",10.82,"",19.28,"",17152,""
1376,2011/12,"",Transfer,"",S08000031,"",2,"",13462,"",334,"",157467,"",14880,"",11.7,"",44.55,"",7400,""
1377,2011/12,"",Transfer,"",S08000031,"",3,"",9411,"",252,"",97006,"",4700,"",10.31,"",18.65,"",5278,""
1378,2011/12,"",Transfer,"",S08000031,"",4,"",7434,"",161,"",79016,"",3229,"",10.63,"",20.06,"",4261,""
1379,2011/12,"",Transfer,"",S08000031,"",5,"",8500,"",175,"",87574,"",2635,"",10.3,"",15.06,"",4741,""
1380,2011/12,"",Transfer,"",S08000031,"",All SIMDs, d,69912,"",1624,"",756060,"",39065,"",10.81,"",24.05,"",39033,""
1381,2011/12,"",Transfer,"",S08000031,"","",:,309,"",12,"",1658,"",324,"",5.37,"",27,"",201,""
1382,2011/12,"",Transfer,"",S08000032,"",1,"",10743,"",148,"",69361,"",1690,"",6.46,"",11.42,"",4686,""
1383,2011/12,"",Transfer,"",S08000032,"",2,"",9578,"",130,"",63522,"",2500,"",6.63,"",19.23,"",4324,""
1384,2011/12,"",Transfer,"",S08000032,"",3,"",6490,"",78,"",42331,"",1415,"",6.52,"",18.14,"",3042,""
