_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
961,2010/11,"",All Inpatients and Daycases, d,S08000030,"",D8,"",Paediatric Dentistry,"",85,"",50,"",0,"",0,"",0,"",0,"",50,""
962,2010/11,"",All Inpatients and Daycases, d,S08000030,"","",z,Dental Grouping,d,946,"",857,"",42,"",42,"",0.04,"",0.05,"",829,""
963,2010/11,"",All Inpatients and Daycases, d,S08000030,"",E12,"",GP Other than Obstetrics,"",1754,"",1631,"",33064,"",33064,"",18.85,"",20.27,"",1195,""
964,2010/11,"",All Inpatients and Daycases, d,S08000030,"","",z,Emergency Grouping,d,1614,"",1609,"",858,"",858,"",0.53,"",0.53,"",1468,""
965,2010/11,"",All Inpatients and Daycases, d,S08000030,"",F2,"",Gynaecology,"",3648,"",3618,"",3641,"",3641,"",1,"",1.01,"",3273,""
966,2010/11,"",All Inpatients and Daycases, d,S08000030,"",H2,"",Clinical Oncology,"",1983,"",1969,"",8763,"",8763,"",4.42,"",4.45,"",796,""
967,2010/11,"",All Inpatients and Daycases, d,S08000030,"",J4,"",Haematology,"",511,"",497,"",3854,"",3854,"",7.54,"",7.75,"",269,""
968,2010/11,"",All Inpatients and Daycases, d,S08000030,"","",z,Medical Grouping,d,41537,"",37118,"",228979,"",228979,"",5.51,"",6.17,"",20158,""
969,2010/11,"",All Inpatients and Daycases, d,S08000030,"","",z,Paediatrics Grouping,d,6764,"",6638,"",7636,"",7636,"",1.13,"",1.15,"",4428,""
970,2010/11,"",All Inpatients and Daycases, d,S08000030,"","",z,Surgery Grouping,d,39285,"",36864,"",126457,"",126457,"",3.22,"",3.43,"",29553,""
971,2010/11,"",All Inpatients and Daycases, d,S08000030,"","",z,Women and Newborn Grouping,d,3648,"",3618,"",3641,"",3641,"",1,"",1.01,"",3273,""
972,2010/11,"",All Inpatients and Daycases, d,S08000031,"",A1,"",General Medicine,"",110736,"",87538,"",378241,"",378241,"",3.42,"",4.32,"",61275,""
973,2010/11,"",All Inpatients and Daycases, d,S08000031,"",A2,"",Cardiology,"",7537,"",6065,"",30074,"",30074,"",3.99,"",4.96,"",5231,""
974,2010/11,"",All Inpatients and Daycases, d,S08000031,"",A6,"",Infectious Diseases,"",3040,"",2971,"",9313,"",9313,"",3.06,"",3.13,"",1368,""
975,2010/11,"",All Inpatients and Daycases, d,S08000031,"",A7,"",Dermatology,"",718,"",713,"",5395,"",5395,"",7.51,"",7.57,"",565,""
976,2010/11,"",All Inpatients and Daycases, d,S08000031,"",A8,"",Endocrinology & Diabetes,"",958,"",908,"",1111,"",1111,"",1.16,"",1.22,"",573,""
977,2010/11,"",All Inpatients and Daycases, d,S08000031,"",A9,"",Gastroenterology,"",23585,"",23137,"",9937,"",9937,"",0.42,"",0.43,"",19159,""
978,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AB,"",Geriatric Medicine,"",18891,"",14459,"",390241,"",390241,"",20.66,"",26.99,"",11545,""
979,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AC,"",Homeopathy,"",401,"",398,"",2054,"",2054,"",5.12,"",5.16,"",243,""
980,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AD,"",Medical Oncology,"",5871,"",5846,"",7319,"",7319,"",1.25,"",1.25,"",1244,""
981,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AF,"",Paediatrics,"",7554,"",7112,"",11962,"",11962,"",1.58,"",1.68,"",5545,""
982,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AG,"",Renal Medicine,"",3187,"",3020,"",20281,"",20281,"",6.36,"",6.72,"",1403,""
983,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AH,"",Neurology,"",4388,"",4308,"",10742,"",10742,"",2.45,"",2.49,"",2736,""
984,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,All Acute Specialties, d,397720,"",356622,"",1392925,"",1392925,"",3.5,"",3.91,"",186166,""
985,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,All Specialties, d,433975,"",391752,"",1446775,"",1446775,"",3.33,"",3.69,"",210432,""
986,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AM,"",Palliative Medicine,"",0,"",0,"",25,"",25,"",,z,,z,0,""
987,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AP,"",Rehabilitation Medicine,"",817,"",733,"",51172,"",51172,"",62.63,"",69.81,"",684,""
988,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AQ,"",Respiratory Medicine,"",6827,"",6500,"",35123,"",35123,"",5.14,"",5.4,"",4889,""
989,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AR,"",Rheumatology,"",8000,"",7981,"",6142,"",6142,"",0.77,"",0.77,"",2566,""
990,2010/11,"",All Inpatients and Daycases, d,S08000031,"",AW,"",Allergy,"",295,"",295,"",5,"",5,"",0.02,"",0.02,"",244,""
991,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C1,"",General Surgery,"",67936,"",60832,"",175864,"",175864,"",2.59,"",2.89,"",47028,""
992,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C2,"",Accident & Emergency,"",1925,"",1920,"",2611,"",2611,"",1.36,"",1.36,"",1756,""
993,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C3,"",Anaesthetics,"",4380,"",4232,"",9864,"",9864,"",2.25,"",2.33,"",3218,""
994,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C4,"",Cardiothoracic Surgery,"",646,"",243,"",2703,"",2703,"",4.18,"",11.12,"",216,""
995,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C5,"","Ear, Nose & Throat (ENT)","",10790,"",10385,"",13993,"",13993,"",1.3,"",1.35,"",8918,""
996,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C6,"",Neurosurgery,"",3605,"",3513,"",23632,"",23632,"",6.56,"",6.73,"",2584,""
997,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C7,"",Ophthalmology,"",12255,"",12223,"",4983,"",4983,"",0.41,"",0.41,"",9515,""
998,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C8,"",Trauma and Orthopaedic Surgery,"",29976,"",28952,"",107352,"",107352,"",3.58,"",3.71,"",25458,""
999,2010/11,"",All Inpatients and Daycases, d,S08000031,"",C9,"",Plastic Surgery,"",9258,"",9116,"",14262,"",14262,"",1.54,"",1.56,"",7753,""
1000,2010/11,"",All Inpatients and Daycases, d,S08000031,"",CA,"",Paediatric Surgery,"",4947,"",4512,"",13855,"",13855,"",2.8,"",3.07,"",3833,""
1001,2010/11,"",All Inpatients and Daycases, d,S08000031,"",CB,"",Urology,"",23047,"",22132,"",28532,"",28532,"",1.24,"",1.29,"",15825,""
1002,2010/11,"",All Inpatients and Daycases, d,S08000031,"",D1,"",Community Dental Practice,"",60,"",62,"",0,"",0,"",0,"",0,"",60,""
1003,2010/11,"",All Inpatients and Daycases, d,S08000031,"",D3,"",Oral Surgery,"",2127,"",2123,"",3842,"",3842,"",1.81,"",1.81,"",1947,""
1004,2010/11,"",All Inpatients and Daycases, d,S08000031,"",D4,"",Oral Medicine,"",20,"",19,"",0,"",0,"",0,"",0,"",19,""
1005,2010/11,"",All Inpatients and Daycases, d,S08000031,"",D8,"",Paediatric Dentistry,"",2251,"",2246,"",110,"",110,"",0.05,"",0.05,"",2167,""
1006,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,Dental Grouping,d,2208,"",2204,"",3842,"",3842,"",1.74,"",1.74,"",2025,""
1007,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,Emergency Grouping,d,1925,"",1920,"",2611,"",2611,"",1.36,"",1.36,"",1756,""
1008,2010/11,"",All Inpatients and Daycases, d,S08000031,"",F2,"",Gynaecology,"",16969,"",16738,"",19416,"",19416,"",1.14,"",1.16,"",14209,""
1009,2010/11,"",All Inpatients and Daycases, d,S08000031,"",H1,"",Clinical Radiology,"",641,"",603,"",252,"",252,"",0.39,"",0.42,"",538,""
1010,2010/11,"",All Inpatients and Daycases, d,S08000031,"",H2,"",Clinical Oncology,"",20835,"",20766,"",31214,"",31214,"",1.5,"",1.5,"",4608,""
1011,2010/11,"",All Inpatients and Daycases, d,S08000031,"",J4,"",Haematology,"",18997,"",18647,"",25130,"",25130,"",1.32,"",1.35,"",3024,""
1012,2010/11,"",All Inpatients and Daycases, d,S08000031,"",J5,"",Immunology,"",505,"",503,"",25,"",25,"",0.05,"",0.05,"",70,""
1013,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,Medical Grouping,d,235827,"",204994,"",1011740,"",1011740,"",4.29,"",4.94,"",96408,""
1014,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,Other Grouping,d,401,"",398,"",2054,"",2054,"",5.12,"",5.16,"",243,""
1015,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,Paediatrics Grouping,d,14752,"",13870,"",25927,"",25927,"",1.76,"",1.87,"",11186,""
1016,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,Surgery Grouping,d,161893,"",151628,"",381185,"",381185,"",2.35,"",2.51,"",111708,""
1017,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",z,Women and Newborn Grouping,d,16969,"",16738,"",19416,"",19416,"",1.14,"",1.16,"",14209,""
1018,2010/11,"",All Inpatients and Daycases, d,S08000032,"",A1,"",General Medicine,"",45264,"",34977,"",126310,"",126310,"",2.79,"",3.61,"",25282,""
1019,2010/11,"",All Inpatients and Daycases, d,S08000032,"",A2,"",Cardiology,"",7547,"",5419,"",15718,"",15718,"",2.08,"",2.9,"",4617,""
1020,2010/11,"",All Inpatients and Daycases, d,S08000032,"",A6,"",Infectious Diseases,"",733,"",668,"",5782,"",5782,"",7.89,"",8.66,"",624,""
1021,2010/11,"",All Inpatients and Daycases, d,S08000032,"",A7,"",Dermatology,"",1887,"",1827,"",4261,"",4261,"",2.26,"",2.33,"",363,""
1022,2010/11,"",All Inpatients and Daycases, d,S08000032,"",A8,"",Endocrinology & Diabetes,"",80,"",75,"",236,"",236,"",2.95,"",3.15,"",75,""
1023,2010/11,"",All Inpatients and Daycases, d,S08000032,"",A9,"",Gastroenterology,"",1854,"",1622,"",5029,"",5029,"",2.71,"",3.1,"",1336,""
1024,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AB,"",Geriatric Medicine,"",10854,"",6934,"",107826,"",107826,"",9.93,"",15.55,"",5456,""
1025,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AD,"",Medical Oncology,"",3285,"",3280,"",15,"",15,"",0,"",0,"",619,""
1026,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AF,"",Paediatrics,"",5695,"",5535,"",6465,"",6465,"",1.14,"",1.17,"",4260,""
1027,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AG,"",Renal Medicine,"",490,"",447,"",5025,"",5025,"",10.26,"",11.24,"",322,""
1028,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,All Acute Specialties, d,133253,"",112165,"",420683,"",420683,"",3.16,"",3.75,"",63945,""
1029,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,All Specialties, d,146078,"",124648,"",450146,"",450146,"",3.08,"",3.61,"",73034,""
1030,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AM,"",Palliative Medicine,"",390,"",386,"",6875,"",6875,"",17.63,"",17.81,"",329,""
1031,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AP,"",Rehabilitation Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
1032,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AQ,"",Respiratory Medicine,"",1113,"",1074,"",5381,"",5381,"",4.83,"",5.01,"",964,""
1033,2010/11,"",All Inpatients and Daycases, d,S08000032,"",AR,"",Rheumatology,"",997,"",980,"",756,"",756,"",0.76,"",0.77,"",512,""
1034,2010/11,"",All Inpatients and Daycases, d,S08000032,"",C1,"",General Surgery,"",30854,"",27558,"",72947,"",72947,"",2.36,"",2.65,"",21001,""
1035,2010/11,"",All Inpatients and Daycases, d,S08000032,"",C2,"",Accident & Emergency,"",468,"",461,"",398,"",398,"",0.85,"",0.86,"",429,""
1036,2010/11,"",All Inpatients and Daycases, d,S08000032,"",C3,"",Anaesthetics,"",400,"",393,"",704,"",704,"",1.76,"",1.79,"",346,""
1037,2010/11,"",All Inpatients and Daycases, d,S08000032,"",C5,"","Ear, Nose & Throat (ENT)","",3823,"",3718,"",4738,"",4738,"",1.24,"",1.27,"",3318,""
1038,2010/11,"",All Inpatients and Daycases, d,S08000032,"",C7,"",Ophthalmology,"",2920,"",2911,"",438,"",438,"",0.15,"",0.15,"",2557,""
1039,2010/11,"",All Inpatients and Daycases, d,S08000032,"",C8,"",Trauma and Orthopaedic Surgery,"",9066,"",8481,"",45117,"",45117,"",4.98,"",5.32,"",7575,""
1040,2010/11,"",All Inpatients and Daycases, d,S08000032,"",CA,"",Paediatric Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
1041,2010/11,"",All Inpatients and Daycases, d,S08000032,"",CB,"",Urology,"",6869,"",6686,"",7820,"",7820,"",1.14,"",1.17,"",4932,""
1042,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,Community Grouping,d,513,"",484,"",18584,"",18584,"",36.23,"",38.4,"",398,""
1043,2010/11,"",All Inpatients and Daycases, d,S08000032,"",D1,"",Community Dental Practice,"",1000,"",1000,"",0,"",0,"",0,"",0,"",989,""
1044,2010/11,"",All Inpatients and Daycases, d,S08000032,"",D3,"",Oral Surgery,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
1045,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,Dental Grouping,d,999,"",999,"",0,"",0,"",0,"",0,"",990,""
1046,2010/11,"",All Inpatients and Daycases, d,S08000032,"",E12,"",GP Other than Obstetrics,"",513,"",484,"",18584,"",18584,"",36.23,"",38.4,"",398,""
1047,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,Emergency Grouping,d,468,"",461,"",398,"",398,"",0.85,"",0.86,"",429,""
1048,2010/11,"",All Inpatients and Daycases, d,S08000032,"",F2,"",Gynaecology,"",5148,"",5003,"",4016,"",4016,"",0.78,"",0.8,"",4344,""
1049,2010/11,"",All Inpatients and Daycases, d,S08000032,"",H1,"",Clinical Radiology,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
1050,2010/11,"",All Inpatients and Daycases, d,S08000032,"",J4,"",Haematology,"",4821,"",4722,"",5705,"",5705,"",1.18,"",1.21,"",858,""
1051,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,Medical Grouping,d,79321,"",62418,"",288919,"",288919,"",3.64,"",4.63,"",32603,""
1052,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,Paediatrics Grouping,d,5697,"",5536,"",6465,"",6465,"",1.13,"",1.17,"",4261,""
1053,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,Surgery Grouping,d,53932,"",49747,"",131764,"",131764,"",2.44,"",2.65,"",37842,""
1054,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",z,Women and Newborn Grouping,d,5148,"",5003,"",4016,"",4016,"",0.78,"",0.8,"",4344,""
1055,2010/11,"",All Inpatients and Daycases, d,SB0801,"",A2,"",Cardiology,"",7640,"",7129,"",6394,"",6394,"",0.84,"",0.9,"",6483,""
1056,2010/11,"",All Inpatients and Daycases, d,SB0801,"",A9,"",Gastroenterology,"",190,"",190,"",0,"",0,"",0,"",0,"",189,""
1057,2010/11,"",All Inpatients and Daycases, d,SB0801,"","",z,All Acute Specialties, d,23258,"",17264,"",48986,"",48986,"",2.11,"",2.84,"",15124,""
1058,2010/11,"",All Inpatients and Daycases, d,SB0801,"","",z,All Specialties, d,23258,"",17264,"",48986,"",48986,"",2.11,"",2.84,"",15124,""
1059,2010/11,"",All Inpatients and Daycases, d,SB0801,"",AQ,"",Respiratory Medicine,"",145,"",145,"",499,"",499,"",3.44,"",3.44,"",139,""
1060,2010/11,"",All Inpatients and Daycases, d,SB0801,"",C1,"",General Surgery,"",1586,"",1580,"",185,"",185,"",0.12,"",0.12,"",1561,""
1061,2010/11,"",All Inpatients and Daycases, d,SB0801,"",C3,"",Anaesthetics,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
1062,2010/11,"",All Inpatients and Daycases, d,SB0801,"",C4,"",Cardiothoracic Surgery,"",8571,"",3179,"",26453,"",26453,"",3.09,"",8.32,"",2821,""
1063,2010/11,"",All Inpatients and Daycases, d,SB0801,"",C7,"",Ophthalmology,"",960,"",960,"",0,"",0,"",0,"",0,"",830,""
1064,2010/11,"",All Inpatients and Daycases, d,SB0801,"",C8,"",Trauma and Orthopaedic Surgery,"",2950,"",2872,"",15025,"",15025,"",5.09,"",5.23,"",2630,""
1065,2010/11,"",All Inpatients and Daycases, d,SB0801,"",C9,"",Plastic Surgery,"",1210,"",1205,"",430,"",430,"",0.36,"",0.36,"",1136,""
1066,2010/11,"",All Inpatients and Daycases, d,SB0801,"","",z,Medical Grouping,d,7975,"",7462,"",6893,"",6893,"",0.86,"",0.92,"",6807,""
1067,2010/11,"",All Inpatients and Daycases, d,SB0801,"","",z,Surgery Grouping,d,15283,"",9802,"",42093,"",42093,"",2.75,"",4.29,"",8959,""
1068,2010/11,"",All Inpatients and Daycases, d,S27000001,"",A1,"",General Medicine,"",5,"",5,"",20,"",21,"",4,"",4.2,"",5,""
1069,2010/11,"",All Inpatients and Daycases, d,S27000001,"",AB,"",Geriatric Medicine,"",55,"",50,"",4035,"",4037,"",73.36,"",80.74,"",50,""
1070,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",z,All Acute Specialties, d,3237,"",3226,"",29164,"",29164,"",9.01,"",9.04,"",3035,""
1071,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",z,All Specialties, d,3598,"",3569,"",40153,"",40153,"",11.16,"",11.25,"",3366,""
1072,2010/11,"",All Inpatients and Daycases, d,S27000001,"",AM,"",Palliative Medicine,"",1310,"",1305,"",22673,"",22673,"",17.31,"",17.37,"",1134,""
1073,2010/11,"",All Inpatients and Daycases, d,S27000001,"",AP,"",Rehabilitation Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
1074,2010/11,"",All Inpatients and Daycases, d,S27000001,"",C1,"",General Surgery,"",501,"",501,"",490,"",491,"",0.98,"",0.98,"",499,""
1075,2010/11,"",All Inpatients and Daycases, d,S27000001,"",C5,"","Ear, Nose & Throat (ENT)","",123,"",123,"",99,"",99,"",0.8,"",0.8,"",122,""
1076,2010/11,"",All Inpatients and Daycases, d,S27000001,"",C7,"",Ophthalmology,"",50,"",48,"",5,"",5,"",0.1,"",0.1,"",48,""
1077,2010/11,"",All Inpatients and Daycases, d,S27000001,"",C8,"",Trauma and Orthopaedic Surgery,"",840,"",840,"",1630,"",1628,"",1.94,"",1.94,"",825,""
1078,2010/11,"",All Inpatients and Daycases, d,S27000001,"",C9,"",Plastic Surgery,"",90,"",92,"",5,"",5,"",0.06,"",0.05,"",92,""
1079,2010/11,"",All Inpatients and Daycases, d,S27000001,"",CB,"",Urology,"",260,"",261,"",205,"",207,"",0.79,"",0.79,"",261,""
1080,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",z,Community Grouping,d,250,"",230,"",10907,"",10907,"",43.63,"",47.42,"",218,""
1081,2010/11,"",All Inpatients and Daycases, d,S27000001,"",D3,"",Oral Surgery,"",10,"",10,"",0,"",0,"",0,"",0,"",10,""
1082,2010/11,"",All Inpatients and Daycases, d,S27000001,"",D6,"",Restorative Dentistry,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
1083,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",z,Dental Grouping,d,10,"",11,"",0,"",0,"",0,"",0,"",11,""
1084,2010/11,"",All Inpatients and Daycases, d,S27000001,"",E12,"",GP Other than Obstetrics,"",250,"",230,"",10907,"",10907,"",43.63,"",47.42,"",218,""
1085,2010/11,"",All Inpatients and Daycases, d,S27000001,"",F2,"",Gynaecology,"",102,"",102,"",80,"",81,"",0.78,"",0.79,"",102,""
1086,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",z,Medical Grouping,d,1372,"",1361,"",26731,"",26731,"",19.48,"",19.64,"",1189,""
1087,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",z,Surgery Grouping,d,1865,"",1865,"",2435,"",2433,"",1.31,"",1.3,"",1846,""
1088,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",z,Women and Newborn Grouping,d,102,"",102,"",80,"",81,"",0.78,"",0.79,"",102,""
1089,2010/11,"",Day case,"",S92000003, d,A1,"",General Medicine,"",22759,"",21825,"",0,"",0,"",0,"",0,"",16664,""
1090,2010/11,"",Day case,"",S92000003, d,A2,"",Cardiology,"",10600,"",10156,"",0,"",0,"",0,"",0,"",9685,""
1091,2010/11,"",Day case,"",S92000003, d,A6,"",Infectious Diseases,"",2013,"",2007,"",0,"",0,"",0,"",0,"",373,""
1092,2010/11,"",Day case,"",S92000003, d,A7,"",Dermatology,"",1962,"",1889,"",0,"",0,"",0,"",0,"",357,""
1093,2010/11,"",Day case,"",S92000003, d,A8,"",Endocrinology & Diabetes,"",967,"",966,"",0,"",0,"",0,"",0,"",552,""
1094,2010/11,"",Day case,"",S92000003, d,A9,"",Gastroenterology,"",33518,"",30669,"",0,"",0,"",0,"",0,"",27503,""
1095,2010/11,"",Day case,"",S92000003, d,AB,"",Geriatric Medicine,"",98,"",85,"",0,"",0,"",0,"",0,"",45,""
1096,2010/11,"",Day case,"",S92000003, d,AC,"",Homeopathy,"",11,"",11,"",0,"",0,"",0,"",0,"",5,""
1097,2010/11,"",Day case,"",S92000003, d,AD,"",Medical Oncology,"",22627,"",22551,"",0,"",0,"",0,"",0,"",4013,""
1098,2010/11,"",Day case,"",S92000003, d,AF,"",Paediatrics,"",1341,"",1334,"",0,"",0,"",0,"",0,"",783,""
1099,2010/11,"",Day case,"",S92000003, d,AG,"",Renal Medicine,"",2098,"",2085,"",0,"",0,"",0,"",0,"",399,""
1100,2010/11,"",Day case,"",S92000003, d,AH,"",Neurology,"",3664,"",3642,"",0,"",0,"",0,"",0,"",1952,""
1101,2010/11,"",Day case,"",S92000003, d,"",z,All Acute Specialties, d,396787,"",388248,"",0,"",0,"",0,"",0,"",248635,""
1102,2010/11,"",Day case,"",S92000003, d,"",z,All Specialties, d,443082,"",434275,"",0,"",0,"",0,"",0,"",289310,""
1103,2010/11,"",Day case,"",S92000003, d,AM,"",Palliative Medicine,"",95,"",95,"",0,"",0,"",0,"",0,"",10,""
1104,2010/11,"",Day case,"",S92000003, d,AP,"",Rehabilitation Medicine,"",50,"",50,"",0,"",0,"",0,"",0,"",30,""
1105,2010/11,"",Day case,"",S92000003, d,AQ,"",Respiratory Medicine,"",3808,"",3387,"",0,"",0,"",0,"",0,"",3383,""
1106,2010/11,"",Day case,"",S92000003, d,AR,"",Rheumatology,"",8940,"",8927,"",0,"",0,"",0,"",0,"",3024,""
1107,2010/11,"",Day case,"",S92000003, d,AW,"",Allergy,"",285,"",285,"",0,"",0,"",0,"",0,"",238,""
1108,2010/11,"",Day case,"",S92000003, d,C1,"",General Surgery,"",78957,"",76636,"",0,"",0,"",0,"",0,"",69155,""
1109,2010/11,"",Day case,"",S92000003, d,C2,"",Accident & Emergency,"",17,"",15,"",0,"",0,"",0,"",0,"",17,""
1110,2010/11,"",Day case,"",S92000003, d,C3,"",Anaesthetics,"",5618,"",5585,"",0,"",0,"",0,"",0,"",3539,""
1111,2010/11,"",Day case,"",S92000003, d,C4,"",Cardiothoracic Surgery,"",25,"",13,"",0,"",0,"",0,"",0,"",24,""
1112,2010/11,"",Day case,"",S92000003, d,C5,"","Ear, Nose & Throat (ENT)","",13830,"",13579,"",0,"",0,"",0,"",0,"",13128,""
1113,2010/11,"",Day case,"",S92000003, d,C6,"",Neurosurgery,"",1156,"",1144,"",0,"",0,"",0,"",0,"",986,""
1114,2010/11,"",Day case,"",S92000003, d,C7,"",Ophthalmology,"",41468,"",41361,"",0,"",0,"",0,"",0,"",32155,""
1115,2010/11,"",Day case,"",S92000003, d,C8,"",Trauma and Orthopaedic Surgery,"",27008,"",26948,"",0,"",0,"",0,"",0,"",24980,""
1116,2010/11,"",Day case,"",S92000003, d,C9,"",Plastic Surgery,"",13102,"",13058,"",0,"",0,"",0,"",0,"",11444,""
1117,2010/11,"",Day case,"",S92000003, d,CA,"",Paediatric Surgery,"",3731,"",3717,"",0,"",0,"",0,"",0,"",3429,""
1118,2010/11,"",Day case,"",S92000003, d,CB,"",Urology,"",35931,"",35680,"",0,"",0,"",0,"",0,"",29163,""
1119,2010/11,"",Day case,"",S92000003, d,"",z,Community Grouping,d,1750,"",1740,"",0,"",0,"",0,"",0,"",819,""
