id,financial_year,admission_type,hb,age,sex,episodes,stays,total_lengthof_episode,total_lengthof_stay,average_lengthof_episode_rate,average_lengthof_stay_rate,patients,age_factor
20535,2012/13,Transfer,S92000003,90 years and over,All Sexes,18750,246,269602,5555,14.38,22.58,9348,90 years and over
20536,2012/13,Transfer,S92000003,90 years and over,Female,13225,180,195213,4315,14.76,23.97,6655,90 years and over
20537,2012/13,Transfer,S92000003,90 years and over,Male,5525,65,74389,1235,13.46,19,2693,90 years and over
20538,2012/13,Transfer,S92000003,All Ages,All Sexes,288913,4293,2540070,88311,8.79,20.57,145610,NA
20539,2012/13,Transfer,S92000003,All Ages,Female,148707,2312,1418601,47520,9.54,20.55,75843,NA
20540,2012/13,Transfer,S92000003,All Ages,Male,140203,1981,1121445,40790,8,20.59,69765,NA
21621,2013/14,All Inpatients,S92000003,Under 18 years,All Sexes,94371,85188,156052,157357,1.65,1.85,62552,NA
21622,2013/14,All Inpatients,S92000003,Under 18 years,Female,42954,38755,72266,72516,1.68,1.87,28381,NA
21623,2013/14,All Inpatients,S92000003,Under 18 years,Male,51417,46433,83786,84841,1.63,1.83,34171,NA
21624,2013/14,All Inpatients,S92000003,0-4 years,All Sexes,50944,46336,79795,80968,1.57,1.75,33243,0-4 years
21625,2013/14,All Inpatients,S92000003,0-4 years,Female,21617,19641,33617,33673,1.56,1.71,14300,0-4 years
21626,2013/14,All Inpatients,S92000003,0-4 years,Male,29327,26695,46178,47295,1.57,1.77,18943,0-4 years
21627,2013/14,All Inpatients,S92000003,10-14 years,All Sexes,14908,13394,26766,26764,1.8,2,10065,10-14 years
21628,2013/14,All Inpatients,S92000003,10-14 years,Female,7300,6522,13730,13850,1.88,2.12,4739,10-14 years
21629,2013/14,All Inpatients,S92000003,10-14 years,Male,7608,6872,13040,12915,1.71,1.88,5326,10-14 years
21630,2013/14,All Inpatients,S92000003,15-19 years,All Sexes,23390,19930,46287,46572,1.98,2.34,14996,15-19 years
21631,2013/14,All Inpatients,S92000003,15-19 years,Female,13379,11541,25814,25977,1.93,2.25,8423,15-19 years
21632,2013/14,All Inpatients,S92000003,15-19 years,Male,10011,8389,20473,20595,2.05,2.46,6573,15-19 years
21633,2013/14,All Inpatients,S92000003,20-24 years,All Sexes,30202,25616,57508,57861,1.9,2.26,19362,20-24 years
21634,2013/14,All Inpatients,S92000003,20-24 years,Female,17364,14837,31351,31364,1.81,2.11,10804,20-24 years
21635,2013/14,All Inpatients,S92000003,20-24 years,Male,12838,10779,26157,26497,2.04,2.46,8558,20-24 years
21636,2013/14,All Inpatients,S92000003,25-29 years,All Sexes,31663,26514,63878,64102,2.02,2.42,19392,25-29 years
21637,2013/14,All Inpatients,S92000003,25-29 years,Female,18287,15419,35642,35391,1.95,2.3,10958,25-29 years
21638,2013/14,All Inpatients,S92000003,25-29 years,Male,13376,11095,28236,28711,2.11,2.59,8434,25-29 years
21639,2013/14,All Inpatients,S92000003,30-34 years,All Sexes,33507,27642,75944,75308,2.27,2.72,20030,30-34 years
21640,2013/14,All Inpatients,S92000003,30-34 years,Female,18954,15842,41693,40750,2.2,2.57,11325,30-34 years
21641,2013/14,All Inpatients,S92000003,30-34 years,Male,14553,11800,34251,34558,2.35,2.93,8705,30-34 years
21642,2013/14,All Inpatients,S92000003,35-39 years,All Sexes,34027,27222,85398,84535,2.51,3.11,19544,35-39 years
21643,2013/14,All Inpatients,S92000003,35-39 years,Female,18264,14825,44758,44773,2.45,3.02,10596,35-39 years
21644,2013/14,All Inpatients,S92000003,35-39 years,Male,15763,12397,40640,39762,2.58,3.21,8948,35-39 years
21645,2013/14,All Inpatients,S92000003,40-44 years,All Sexes,46701,36177,132927,131473,2.85,3.63,25275,40-44 years
21646,2013/14,All Inpatients,S92000003,40-44 years,Female,24263,19287,66120,65902,2.73,3.42,13542,40-44 years
21647,2013/14,All Inpatients,S92000003,40-44 years,Male,22438,16890,66807,65571,2.98,3.88,11733,40-44 years
21648,2013/14,All Inpatients,S92000003,45-49 years,All Sexes,58385,44495,172773,171444,2.96,3.85,30633,45-49 years
21649,2013/14,All Inpatients,S92000003,45-49 years,Female,30509,23877,89337,88027,2.93,3.69,16441,45-49 years
21650,2013/14,All Inpatients,S92000003,45-49 years,Male,27876,20618,83436,83417,2.99,4.05,14192,45-49 years
21651,2013/14,All Inpatients,S92000003,5-9 years,All Sexes,16004,14752,24957,25054,1.56,1.7,11231,5-9 years
21652,2013/14,All Inpatients,S92000003,5-9 years,Female,6996,6468,11495,11500,1.64,1.78,4910,5-9 years
21653,2013/14,All Inpatients,S92000003,5-9 years,Male,9008,8284,13465,13555,1.49,1.64,6321,5-9 years
21654,2013/14,All Inpatients,S92000003,50-54 years,All Sexes,67043,49664,219043,217542,3.27,4.38,33367,50-54 years
21655,2013/14,All Inpatients,S92000003,50-54 years,Female,33560,25673,108383,107781,3.23,4.2,17510,50-54 years
21656,2013/14,All Inpatients,S92000003,50-54 years,Male,33483,23991,110660,109761,3.3,4.58,15857,50-54 years
21657,2013/14,All Inpatients,S92000003,55-59 years,All Sexes,72055,51345,267244,267773,3.71,5.22,33875,55-59 years
21658,2013/14,All Inpatients,S92000003,55-59 years,Female,34200,25085,128842,129694,3.77,5.17,16825,55-59 years
21659,2013/14,All Inpatients,S92000003,55-59 years,Male,37854,26258,138402,138079,3.66,5.26,17048,55-59 years
21660,2013/14,All Inpatients,S92000003,60-64 years,All Sexes,79719,54929,325595,324103,4.08,5.9,35605,60-64 years
21661,2013/14,All Inpatients,S92000003,60-64 years,Female,37035,26265,151385,149610,4.09,5.7,17290,60-64 years
21662,2013/14,All Inpatients,S92000003,60-64 years,Male,42681,28662,174211,174493,4.08,6.09,18313,60-64 years
21663,2013/14,All Inpatients,S92000003,65-69 years,All Sexes,96869,64200,429184,426739,4.43,6.65,40911,65-69 years
21664,2013/14,All Inpatients,S92000003,65-69 years,Female,44643,30404,199240,198111,4.46,6.52,19810,65-69 years
21665,2013/14,All Inpatients,S92000003,65-69 years,Male,52226,33796,229944,228628,4.4,6.76,21101,65-69 years
21666,2013/14,All Inpatients,S92000003,65 years and over,All Sexes,532913,316559,3263579,3247587,6.12,10.26,199712,NA
21667,2013/14,All Inpatients,S92000003,65 years and over,Female,287155,169867,1873008,1862879,6.52,10.97,109623,NA
21668,2013/14,All Inpatients,S92000003,65 years and over,Male,245758,146692,1390571,1384708,5.66,9.44,90089,NA
21669,2013/14,All Inpatients,S92000003,70-74 years,All Sexes,100636,63364,502109,501763,4.99,7.92,39762,70-74 years
21670,2013/14,All Inpatients,S92000003,70-74 years,Female,48797,31152,246505,246151,5.05,7.9,19989,70-74 years
21671,2013/14,All Inpatients,S92000003,70-74 years,Male,51839,32212,255604,255612,4.93,7.94,19773,70-74 years
21672,2013/14,All Inpatients,S92000003,75-79 years,All Sexes,111358,66582,639247,633917,5.74,9.52,41514,75-79 years
21673,2013/14,All Inpatients,S92000003,75-79 years,Female,57751,34717,347009,343404,6.01,9.89,22121,75-79 years
21674,2013/14,All Inpatients,S92000003,75-79 years,Male,53607,31865,292238,290513,5.45,9.12,19393,75-79 years
21675,2013/14,All Inpatients,S92000003,75 years and over,All Sexes,335408,188995,2332286,2319085,6.95,12.27,119039,NA
21676,2013/14,All Inpatients,S92000003,75 years and over,Female,193715,108311,1427263,1418617,7.37,13.1,69824,NA
21677,2013/14,All Inpatients,S92000003,75 years and over,Male,141693,80684,905023,900468,6.39,11.16,49215,NA
21678,2013/14,All Inpatients,S92000003,80-84 years,All Sexes,103135,58277,702169,702339,6.81,12.05,36732,80-84 years
21679,2013/14,All Inpatients,S92000003,80-84 years,Female,57907,32575,414832,416105,7.16,12.77,20945,80-84 years
21680,2013/14,All Inpatients,S92000003,80-84 years,Male,45228,25702,287337,286234,6.35,11.14,15787,80-84 years
21681,2013/14,All Inpatients,S92000003,85-89 years,All Sexes,75463,40532,594273,591035,7.88,14.58,25564,85-89 years
21682,2013/14,All Inpatients,S92000003,85-89 years,Female,46758,24849,384615,381255,8.23,15.34,16089,85-89 years
21683,2013/14,All Inpatients,S92000003,85-89 years,Male,28705,15683,209658,209780,7.3,13.38,9475,85-89 years
21684,2013/14,All Inpatients,S92000003,85 years and over,All Sexes,120915,64136,990870,982829,8.19,15.32,40793,NA
21685,2013/14,All Inpatients,S92000003,85 years and over,Female,78057,41019,665422,659108,8.52,16.07,26758,NA
21686,2013/14,All Inpatients,S92000003,85 years and over,Male,42858,23117,325448,323721,7.59,14,14035,NA
21687,2013/14,All Inpatients,S92000003,90 years and over,All Sexes,45452,23604,396597,391794,8.73,16.6,15229,90 years and over
21688,2013/14,All Inpatients,S92000003,90 years and over,Female,31299,16170,280807,277853,8.97,17.18,10669,90 years and over
21689,2013/14,All Inpatients,S92000003,90 years and over,Male,14153,7434,115790,113941,8.18,15.33,4560,90 years and over
21690,2013/14,All Inpatients,S92000003,All Ages,All Sexes,1091461,754575,4841694,4821086,4.44,6.39,506330,NA
21691,2013/14,All Inpatients,S92000003,All Ages,Female,568885,395151,2655170,2641171,4.67,6.68,267288,NA
21692,2013/14,All Inpatients,S92000003,All Ages,Male,522574,359422,2186525,2179915,4.18,6.07,239040,NA
22836,2013/14,All Inpatients and Daycases,S92000003,Under 18 years,All Sexes,129367,119746,156052,157361,1.21,1.31,83402,NA
22837,2013/14,All Inpatients and Daycases,S92000003,Under 18 years,Female,58469,54077,72266,72516,1.24,1.34,37696,NA
22838,2013/14,All Inpatients and Daycases,S92000003,Under 18 years,Male,70898,65669,83786,84845,1.18,1.29,45706,NA
22839,2013/14,All Inpatients and Daycases,S92000003,0-4 years,All Sexes,61535,56781,79795,80968,1.3,1.43,39247,0-4 years
22840,2013/14,All Inpatients and Daycases,S92000003,0-4 years,Female,25559,23527,33617,33673,1.32,1.43,16387,0-4 years
22841,2013/14,All Inpatients and Daycases,S92000003,0-4 years,Male,35976,33254,46178,47295,1.28,1.42,22860,0-4 years
22842,2013/14,All Inpatients and Daycases,S92000003,10-14 years,All Sexes,22274,20668,26766,26764,1.2,1.29,14130,10-14 years
22843,2013/14,All Inpatients and Daycases,S92000003,10-14 years,Female,10746,9925,13730,13850,1.28,1.4,6715,10-14 years
22844,2013/14,All Inpatients and Daycases,S92000003,10-14 years,Male,11528,10745,13040,12915,1.13,1.2,7415,10-14 years
22845,2013/14,All Inpatients and Daycases,S92000003,15-19 years,All Sexes,33547,29987,46287,46572,1.38,1.55,21244,15-19 years
22846,2013/14,All Inpatients and Daycases,S92000003,15-19 years,Female,19394,17506,25814,25977,1.33,1.48,12391,15-19 years
22847,2013/14,All Inpatients and Daycases,S92000003,15-19 years,Male,14153,12481,20473,20595,1.45,1.65,8853,15-19 years
22848,2013/14,All Inpatients and Daycases,S92000003,20-24 years,All Sexes,43677,38968,57508,57861,1.32,1.48,28622,20-24 years
22849,2013/14,All Inpatients and Daycases,S92000003,20-24 years,Female,25872,23273,31351,31364,1.21,1.35,16844,20-24 years
22850,2013/14,All Inpatients and Daycases,S92000003,20-24 years,Male,17805,15695,26157,26497,1.47,1.69,11775,20-24 years
22851,2013/14,All Inpatients and Daycases,S92000003,25-29 years,All Sexes,46600,41305,63878,64103,1.37,1.55,29077,25-29 years
22852,2013/14,All Inpatients and Daycases,S92000003,25-29 years,Female,27696,24745,35642,35391,1.29,1.43,17004,25-29 years
22853,2013/14,All Inpatients and Daycases,S92000003,25-29 years,Male,18904,16560,28236,28712,1.49,1.73,12073,25-29 years
22854,2013/14,All Inpatients and Daycases,S92000003,30-34 years,All Sexes,49923,43909,75944,75308,1.52,1.72,30259,30-34 years
22855,2013/14,All Inpatients and Daycases,S92000003,30-34 years,Female,28850,25645,41693,40750,1.45,1.59,17417,30-34 years
22856,2013/14,All Inpatients and Daycases,S92000003,30-34 years,Male,21073,18264,34251,34558,1.63,1.89,12842,30-34 years
22857,2013/14,All Inpatients and Daycases,S92000003,35-39 years,All Sexes,51099,44093,85398,84538,1.67,1.92,29918,35-39 years
22858,2013/14,All Inpatients and Daycases,S92000003,35-39 years,Female,28202,24660,44758,44775,1.59,1.82,16418,35-39 years
22859,2013/14,All Inpatients and Daycases,S92000003,35-39 years,Male,22895,19430,40640,39763,1.78,2.05,13500,35-39 years
22860,2013/14,All Inpatients and Daycases,S92000003,40-44 years,All Sexes,71110,60326,132927,131475,1.87,2.18,38974,40-44 years
22861,2013/14,All Inpatients and Daycases,S92000003,40-44 years,Female,38757,33652,66120,65902,1.71,1.96,21337,40-44 years
22862,2013/14,All Inpatients and Daycases,S92000003,40-44 years,Male,32350,26675,66807,65573,2.07,2.46,17635,40-44 years
22863,2013/14,All Inpatients and Daycases,S92000003,45-49 years,All Sexes,91157,76915,172773,171446,1.9,2.23,47011,45-49 years
22864,2013/14,All Inpatients and Daycases,S92000003,45-49 years,Female,50274,43440,89337,88029,1.78,2.03,25720,45-49 years
22865,2013/14,All Inpatients and Daycases,S92000003,45-49 years,Male,40883,33475,83436,83417,2.04,2.49,21291,45-49 years
22866,2013/14,All Inpatients and Daycases,S92000003,5-9 years,All Sexes,27227,25839,24957,25058,0.92,0.97,18636,5-9 years
22867,2013/14,All Inpatients and Daycases,S92000003,5-9 years,Female,11880,11292,11495,11500,0.97,1.02,8142,5-9 years
22868,2013/14,All Inpatients and Daycases,S92000003,5-9 years,Male,15347,14547,13465,13555,0.88,0.93,10494,5-9 years
22869,2013/14,All Inpatients and Daycases,S92000003,50-54 years,All Sexes,106143,88287,219043,217543,2.06,2.46,51348,50-54 years
22870,2013/14,All Inpatients and Daycases,S92000003,50-54 years,Female,55987,47876,108383,107782,1.94,2.25,27329,50-54 years
22871,2013/14,All Inpatients and Daycases,S92000003,50-54 years,Male,50156,40411,110660,109761,2.21,2.72,24019,50-54 years
22872,2013/14,All Inpatients and Daycases,S92000003,55-59 years,All Sexes,113161,91945,267244,267776,2.36,2.91,51794,55-59 years
22873,2013/14,All Inpatients and Daycases,S92000003,55-59 years,Female,56255,46905,128842,129696,2.29,2.77,26210,55-59 years
22874,2013/14,All Inpatients and Daycases,S92000003,55-59 years,Male,56905,45040,138402,138080,2.43,3.07,25585,55-59 years
22875,2013/14,All Inpatients and Daycases,S92000003,60-64 years,All Sexes,123804,98400,325595,324105,2.63,3.29,53646,60-64 years
22876,2013/14,All Inpatients and Daycases,S92000003,60-64 years,Female,59665,48620,151385,149610,2.54,3.08,26365,60-64 years
22877,2013/14,All Inpatients and Daycases,S92000003,60-64 years,Male,64136,49780,174211,174494,2.72,3.51,27282,60-64 years
22878,2013/14,All Inpatients and Daycases,S92000003,65-69 years,All Sexes,147459,114047,429184,426745,2.91,3.74,60357,65-69 years
22879,2013/14,All Inpatients and Daycases,S92000003,65-69 years,Female,69685,55110,199240,198112,2.86,3.59,29447,65-69 years
22880,2013/14,All Inpatients and Daycases,S92000003,65-69 years,Male,77774,58937,229944,228633,2.96,3.88,30910,65-69 years
22881,2013/14,All Inpatients and Daycases,S92000003,65 years and over,All Sexes,708143,488382,3263579,3247595,4.61,6.65,265089,NA
22882,2013/14,All Inpatients and Daycases,S92000003,65 years and over,Female,377163,258175,1873008,1862881,4.97,7.22,144345,NA
22883,2013/14,All Inpatients and Daycases,S92000003,65 years and over,Male,330980,230207,1390571,1384714,4.2,6.02,120744,NA
22884,2013/14,All Inpatients and Daycases,S92000003,70-74 years,All Sexes,145403,107391,502109,501765,3.45,4.67,56509,70-74 years
22885,2013/14,All Inpatients and Daycases,S92000003,70-74 years,Female,71492,53489,246505,246152,3.45,4.6,28675,70-74 years
22886,2013/14,All Inpatients and Daycases,S92000003,70-74 years,Male,73911,53902,255604,255613,3.46,4.74,27834,70-74 years
22887,2013/14,All Inpatients and Daycases,S92000003,75-79 years,All Sexes,150715,105162,639247,633917,4.24,6.03,55895,75-79 years
22888,2013/14,All Inpatients and Daycases,S92000003,75-79 years,Female,78090,54674,347009,343404,4.44,6.28,29947,75-79 years
22889,2013/14,All Inpatients and Daycases,S92000003,75-79 years,Male,72625,50488,292238,290513,4.02,5.75,25948,75-79 years
22890,2013/14,All Inpatients and Daycases,S92000003,75 years and over,All Sexes,415281,266944,2332286,2319085,5.62,8.69,148223,NA
22891,2013/14,All Inpatients and Daycases,S92000003,75 years and over,Female,235986,149576,1427263,1418617,6.05,9.48,86223,NA
22892,2013/14,All Inpatients and Daycases,S92000003,75 years and over,Male,179295,117368,905023,900468,5.05,7.67,62000,NA
22893,2013/14,All Inpatients and Daycases,S92000003,80-84 years,All Sexes,128344,82894,702169,702339,5.47,8.47,46149,80-84 years
22894,2013/14,All Inpatients and Daycases,S92000003,80-84 years,Female,71206,45558,414832,416105,5.83,9.13,26327,80-84 years
22895,2013/14,All Inpatients and Daycases,S92000003,80-84 years,Male,57138,37336,287337,286234,5.03,7.67,19822,80-84 years
22896,2013/14,All Inpatients and Daycases,S92000003,85-89 years,All Sexes,87185,51866,594273,591035,6.82,11.4,29790,85-89 years
22897,2013/14,All Inpatients and Daycases,S92000003,85-89 years,Female,53236,31116,384615,381255,7.22,12.25,18547,85-89 years
22898,2013/14,All Inpatients and Daycases,S92000003,85-89 years,Male,33949,20750,209658,209780,6.18,10.11,11243,85-89 years
22899,2013/14,All Inpatients and Daycases,S92000003,85 years and over,All Sexes,136222,78888,990870,982829,7.27,12.46,46179,NA
22900,2013/14,All Inpatients and Daycases,S92000003,85 years and over,Female,86690,49344,665422,659108,7.68,13.36,29949,NA
22901,2013/14,All Inpatients and Daycases,S92000003,85 years and over,Male,49532,29544,325448,323721,6.57,10.96,16230,NA
22902,2013/14,All Inpatients and Daycases,S92000003,90 years and over,All Sexes,49037,27022,396597,391794,8.09,14.5,16389,90 years and over
22903,2013/14,All Inpatients and Daycases,S92000003,90 years and over,Female,33454,18228,280807,277853,8.39,15.24,11402,90 years and over
22904,2013/14,All Inpatients and Daycases,S92000003,90 years and over,Male,15583,8794,115790,113941,7.43,12.96,4987,90 years and over
22905,2013/14,All Inpatients and Daycases,S92000003,All Ages,All Sexes,1549400,1205805,4841694,4821112,3.12,4,718995,NA
22906,2013/14,All Inpatients and Daycases,S92000003,All Ages,Female,816302,639239,2655170,2641181,3.25,4.13,382624,NA
22907,2013/14,All Inpatients and Daycases,S92000003,All Ages,Male,733093,566561,2186525,2179930,2.98,3.85,336366,NA
24055,2013/14,Day case,S92000003,Under 18 years,All Sexes,34996,34558,0,5,0,0,25546,NA
24056,2013/14,Day case,S92000003,Under 18 years,Female,15515,15322,0,0,0,0,11312,NA
24057,2013/14,Day case,S92000003,Under 18 years,Male,19481,19236,0,5,0,0,14234,NA
24058,2013/14,Day case,S92000003,0-4 years,All Sexes,10591,10445,0,0,0,0,7971,0-4 years
24059,2013/14,Day case,S92000003,0-4 years,Female,3942,3886,0,0,0,0,2835,0-4 years
24060,2013/14,Day case,S92000003,0-4 years,Male,6649,6559,0,0,0,0,5136,0-4 years
24061,2013/14,Day case,S92000003,10-14 years,All Sexes,7366,7274,0,0,0,0,4913,10-14 years
24062,2013/14,Day case,S92000003,10-14 years,Female,3446,3402,0,0,0,0,2374,10-14 years
24063,2013/14,Day case,S92000003,10-14 years,Male,3920,3872,0,0,0,0,2539,10-14 years
24064,2013/14,Day case,S92000003,15-19 years,All Sexes,10157,10057,0,0,0,0,7571,15-19 years
24065,2013/14,Day case,S92000003,15-19 years,Female,6015,5965,0,0,0,0,4753,15-19 years
24066,2013/14,Day case,S92000003,15-19 years,Male,4142,4092,0,0,0,0,2818,15-19 years
24067,2013/14,Day case,S92000003,20-24 years,All Sexes,13475,13352,0,0,0,0,11175,20-24 years
24068,2013/14,Day case,S92000003,20-24 years,Female,8508,8436,0,0,0,0,7289,20-24 years
24069,2013/14,Day case,S92000003,20-24 years,Male,4965,4915,0,0,0,0,3885,20-24 years
24070,2013/14,Day case,S92000003,25-29 years,All Sexes,14937,14791,0,0,0,0,11790,25-29 years
24071,2013/14,Day case,S92000003,25-29 years,Female,9409,9326,0,0,0,0,7397,25-29 years
24072,2013/14,Day case,S92000003,25-29 years,Male,5528,5465,0,0,0,0,4393,25-29 years
24073,2013/14,Day case,S92000003,30-34 years,All Sexes,16416,16267,0,0,0,0,12580,30-34 years
24074,2013/14,Day case,S92000003,30-34 years,Female,9896,9803,0,0,0,0,7576,30-34 years
24075,2013/14,Day case,S92000003,30-34 years,Male,6520,6464,0,0,0,0,5004,30-34 years
24076,2013/14,Day case,S92000003,35-39 years,All Sexes,17072,16871,0,5,0,0,12807,35-39 years
24077,2013/14,Day case,S92000003,35-39 years,Female,9938,9835,0,0,0,0,7302,35-39 years
24078,2013/14,Day case,S92000003,35-39 years,Male,7135,7035,0,0,0,0,5505,35-39 years
24079,2013/14,Day case,S92000003,40-44 years,All Sexes,24409,24149,0,0,0,0,17382,40-44 years
